Job titiles,AI Impact,Tasks,AI models,AI_Workload_Ratio,Domain
Aircraft Electrician,15%,371,1529,0.24264224983649443,Communication & PR
Airport Attendant,15%,333,1591,0.20930232558139536,Data & IT
Bus Aide,15%,256,995,0.25728643216080405,Administrative & Clerical
Dispatch Manager,15%,832,3352,0.24821002386634844,Leadership & Strategy
Fleet Coordinator,15%,666,2965,0.22462057335581787,Medical & Healthcare
Fleet Mechanic,15%,630,2580,0.2441860465116279,Supply Chain & Logistics
Flight Coordinator,15%,676,3031,0.2230287033982184,Law Enforcement
Flight Engineer,15%,459,1956,0.23466257668711657,Construction
Helicopter Mechanic,15%,426,1804,0.2361419068736142,Sales & Marketing
Patient Escort,15%,459,1880,0.24414893617021277,Hospitality
Signal Maintainer,15%,115,440,0.26136363636363635,Communication & PR
Terminal Operator,15%,481,1893,0.25409403063919705,Data & IT
Traffic Controller,15%,499,2201,0.226715129486597,Administrative & Clerical
Transit Bus Driver,15%,322,1266,0.25434439178515006,Leadership & Strategy
Transit Operator,15%,325,1277,0.2545027407987471,Medical & Healthcare
Transport Driver,15%,317,1305,0.24291187739463602,Supply Chain & Logistics
Van Driver,15%,314,1244,0.25241157556270094,Law Enforcement
Bakery Assistant,15%,366,1362,0.2687224669603524,Construction
Barback,15%,308,1246,0.24719101123595505,Sales & Marketing
Barista,14%,329,1429,0.23023093072078377,Hospitality
Bartender,14%,343,1462,0.23461012311901505,Communication & PR
Breakfast Attendant,13%,271,1062,0.2551789077212806,Data & IT
Cart Attendant,13%,270,1124,0.2402135231316726,Administrative & Clerical
Golf Cart Attendant,13%,374,1625,0.23015384615384615,Leadership & Strategy
Lifeguard,12%,265,1038,0.25529865125240847,Medical & Healthcare
Mental Health Worker,12%,596,2250,0.2648888888888889,Supply Chain & Logistics
Neonatologist,12%,404,1453,0.2780454232622161,Law Enforcement
Nephrologist,12%,393,1431,0.2746331236897275,Construction
Neurologist,12%,423,1494,0.28313253012048195,Sales & Marketing
Neuropsychologist,12%,443,1739,0.2547441058079356,Hospitality
Neurosurgeon,12%,393,1425,0.27578947368421053,Communication & PR
Ob Gyn,12%,410,1462,0.280437756497948,Data & IT
Obstetrician,12%,412,1462,0.2818057455540356,Administrative & Clerical
Occupational Medicine Physician,12%,411,1457,0.28208647906657514,Leadership & Strategy
Oncologist,12%,416,1455,0.2859106529209622,Medical & Healthcare
Ophthalmologist,12%,389,1468,0.26498637602179836,Supply Chain & Logistics
Oral Surgeon,12%,378,1405,0.2690391459074733,Law Enforcement
Orthodontist,12%,377,1416,0.2662429378531073,Construction
Orthopaedic Surgeon,12%,391,1430,0.27342657342657345,Sales & Marketing
Orthopedic Nurse Practitioner,12%,438,1543,0.2838626053143227,Hospitality
Orthopedic Surgeon,12%,393,1427,0.2754029432375613,Communication & PR
Outpatient Therapist,12%,540,2059,0.26226323457989315,Data & IT
Pathologist,12%,422,1559,0.27068633739576653,Administrative & Clerical
Pediatric Cardiologist,12%,412,1477,0.2789438050101557,Leadership & Strategy
Pediatric Dentist,12%,397,1444,0.27493074792243766,Medical & Healthcare
Pediatric Hospitalist,12%,454,1551,0.2927143778207608,Supply Chain & Logistics
Pediatrician,12%,451,1529,0.2949640287769784,Law Enforcement
Periodontist,12%,375,1397,0.2684323550465283,Construction
Physician,12%,540,2130,0.2535211267605634,Sales & Marketing
Physician Assistant,12%,540,2123,0.25435704192180875,Hospitality
Plastic Surgeon,12%,365,1391,0.26240115025161753,Communication & PR
Podiatrist,12%,363,1357,0.2675018422991894,Data & IT
Prosthetist,12%,324,1396,0.23209169054441262,Administrative & Clerical
Prosthodontist,12%,388,1744,0.22247706422018348,Leadership & Strategy
Public Health Dentist,12%,455,1942,0.23429454170957775,Medical & Healthcare
Registered Dietitian,12%,491,2022,0.24282888229475766,Supply Chain & Logistics
Renal Dietitian,12%,487,2005,0.2428927680798005,Law Enforcement
Retail Pharmacist,12%,555,2198,0.25250227479526843,Construction
Sports Medicine Physician,12%,480,1983,0.24205748865355523,Sales & Marketing
Staff Pharmacist,12%,549,2329,0.23572348647488192,Hospitality
Surgeon,12%,415,1711,0.24254821741671537,Communication & PR
Trauma Surgeon,12%,417,1706,0.2444314185228605,Data & IT
Urologist,12%,420,1618,0.2595797280593325,Administrative & Clerical
Vascular Surgeon,12%,427,1737,0.24582613701784686,Leadership & Strategy
Wic Nutritionist,11%,469,2141,0.21905651564689396,Medical & Healthcare
Aircraft Cleaner,11%,185,826,0.22397094430992737,Supply Chain & Logistics
Auto Appraiser,11%,341,1596,0.2136591478696742,Law Enforcement
Auto Detailer,10%,211,895,0.23575418994413408,Construction
Day Porter,10%,392,1650,0.23757575757575758,Sales & Marketing
Detailer,10%,539,1896,0.2842827004219409,Hospitality
Electrical Superintendent,10%,814,3497,0.23277094652559335,Communication & PR
Equipment Manager,10%,723,3119,0.2318050657261943,Data & IT
Farm,10%,553,2720,0.20330882352941176,Administrative & Clerical
Farm Hand,10%,498,1929,0.2581648522550544,Leadership & Strategy
Farm Manager,10%,609,2914,0.2089910775566232,Medical & Healthcare
Farmer,10%,533,2542,0.20967741935483872,Supply Chain & Logistics
Finisher,10%,448,2046,0.21896383186705767,Law Enforcement
Jeweler,10%,470,2560,0.18359375,Construction
Landscape Foreman,10%,538,2203,0.24421243758511121,Sales & Marketing
Landscaping,10%,551,2538,0.21710007880220647,Hospitality
Loadmaster,10%,554,2024,0.2737154150197628,Communication & PR
Low Voltage Electrician,10%,529,1951,0.27114300358790366,Data & IT
Luthier,10%,285,1143,0.24934383202099739,Administrative & Clerical
Maintenance Assistant,10%,725,2630,0.27566539923954375,Leadership & Strategy
Manual Machinist,10%,194,846,0.2293144208037825,Medical & Healthcare
Marine Electrician,10%,235,938,0.2505330490405117,Supply Chain & Logistics
Mig Welder,10%,185,836,0.22129186602870812,Law Enforcement
Motorcycle Mechanic,10%,204,858,0.23776223776223776,Construction
Oil Field,10%,226,945,0.23915343915343915,Sales & Marketing
Pipefitter,10%,201,892,0.22533632286995517,Hospitality
Plasterer,10%,186,842,0.2209026128266033,Communication & PR
Plumbing Inspector,10%,289,1084,0.2666051660516605,Data & IT
Porter,10%,203,1030,0.1970873786407767,Administrative & Clerical
Rig Welder,10%,89,370,0.24054054054054055,Leadership & Strategy
Solar Installer,10%,198,822,0.24087591240875914,Medical & Healthcare
Solar Panel Installer,10%,194,813,0.23862238622386223,Supply Chain & Logistics
Solar Technician,10%,194,815,0.23803680981595093,Law Enforcement
Sprinkler Fitter,10%,86,318,0.27044025157232704,Construction
Union Carpenter,10%,298,1093,0.27264409881061297,Sales & Marketing
Wildlife Technician,10%,317,1366,0.23206442166910687,Hospitality
Wind Technician,10%,278,1090,0.25504587155963304,Communication & PR
Wind Turbine Technician,10%,276,1087,0.25390984360625574,Data & IT
Lumper,10%,425,1675,0.2537313432835821,Administrative & Clerical
Manufacturing,10%,640,2655,0.24105461393596986,Leadership & Strategy
Production Specialist,10%,646,3209,0.20130881894671238,Medical & Healthcare
Seamstress,10%,200,1295,0.15444015444015444,Supply Chain & Logistics
Stitcher,10%,232,1451,0.15988973121984837,Law Enforcement
Process Development Engineer,10%,480,2317,0.20716443677168753,Construction
Production Technician,10%,441,2194,0.20100273473108476,Sales & Marketing
Release Manager,10%,914,4248,0.21516007532956685,Hospitality
Technical Manager,10%,1269,5328,0.23817567567567569,Communication & PR
Yield Engineer,10%,860,3399,0.25301559282141806,Data & IT
Aquatics Director,10%,545,2319,0.23501509271237603,Administrative & Clerical
Director Of Analytics,10%,1104,4608,0.23958333333333334,Leadership & Strategy
Psychometrist,10%,593,2473,0.2397897290739992,Medical & Healthcare
Activities Director,10%,844,3562,0.2369455362156092,Supply Chain & Logistics
Benefits Manager,10%,932,3718,0.2506724045185584,Law Enforcement
Campus Recruiter,10%,951,4469,0.2127992839561423,Construction
Headhunter,10%,1005,3934,0.25546517539400104,Sales & Marketing
Hr Assistant,10%,1135,4773,0.23779593547035408,Hospitality
Hr Representative,10%,1147,4480,0.2560267857142857,Communication & PR
Hse Manager,10%,1016,3865,0.2628719275549806,Data & IT
Human Resource Assistant,10%,1143,4472,0.2555903398926655,Administrative & Clerical
Human Resources Assistant,10%,1140,4541,0.2510460251046025,Leadership & Strategy
Human Resources Officer,10%,1192,4622,0.25789701427953265,Medical & Healthcare
Leadership Development Program,10%,1232,4753,0.25920471281296026,Supply Chain & Logistics
Learning And Development Specialist,10%,1290,4877,0.26450686897683,Law Enforcement
Training Director,10%,1249,5027,0.24845832504475832,Construction
Vice President Of Human Resources,10%,1110,4297,0.25831975797067724,Sales & Marketing
Administrative Law Judge,10%,644,2667,0.24146981627296588,Hospitality
City Attorney,10%,504,2206,0.22846781504986402,Communication & PR
Court Administrator,10%,526,2215,0.23747178329571106,Data & IT
District Attorney,10%,493,2151,0.2291957229195723,Administrative & Clerical
Inspector General,10%,816,3373,0.24192113845241625,Leadership & Strategy
Managing Partner,10%,802,2992,0.268048128342246,Medical & Healthcare
Mediator,10%,484,1889,0.25622022233986236,Supply Chain & Logistics
Subject Matter Expert,10%,1085,4129,0.262775490433519,Law Enforcement
Animal Trainer,10%,310,1313,0.2361005331302361,Construction
Dog Bather,10%,203,972,0.2088477366255144,Sales & Marketing
Dog Daycare,10%,228,1127,0.2023070097604259,Hospitality
Dog Handler,10%,216,1005,0.21492537313432836,Communication & PR
Dog Sitter,10%,185,941,0.19659936238044634,Data & IT
Dog Walker,10%,338,1529,0.2210595160235448,Administrative & Clerical
Equestrian,10%,428,2239,0.19115676641357748,Leadership & Strategy
Pet Sitter,10%,190,705,0.2695035460992908,Medical & Healthcare
Wrangler,10%,204,747,0.27309236947791166,Supply Chain & Logistics
Advocate,10%,534,2117,0.2522437411431271,Law Enforcement
Chaplain,10%,391,1736,0.2252304147465438,Construction
Hospital Chaplain,10%,495,2232,0.2217741935483871,Sales & Marketing
Worship Leader,10%,676,2702,0.25018504811250925,Hospitality
Youth Minister,10%,737,3318,0.22212176009644363,Communication & PR
Assistant Golf Professional,10%,562,2674,0.21017202692595363,Data & IT
Golf Course Superintendent,10%,559,2805,0.19928698752228163,Administrative & Clerical
Golf Professional,10%,506,2537,0.19944816712652738,Leadership & Strategy
Agile Coach,10%,895,3877,0.23084859427392312,Medical & Healthcare
Bridal Consultant,10%,712,3158,0.22545915136162129,Supply Chain & Logistics
Career Advisor,10%,915,3738,0.2447833065810594,Law Enforcement
Career Counselor,10%,909,3747,0.24259407526020815,Construction
Franchise Business Consultant,10%,1150,4700,0.24468085106382978,Sales & Marketing
Job Coach,10%,915,3836,0.23852971845672574,Hospitality
Life Coach,10%,960,3946,0.2432843385707045,Communication & PR
Relocation Consultant,10%,896,3978,0.2252388134741076,Data & IT
Call Center Director,10%,1109,4263,0.26014543748533897,Administrative & Clerical
Client Advisor,10%,1087,4173,0.26048406422238196,Leadership & Strategy
Client Coordinator,10%,1096,4176,0.2624521072796935,Medical & Healthcare
Customer Representative,10%,1069,4137,0.25839980662315687,Supply Chain & Logistics
Customer Service Advisor,10%,1084,4177,0.2595163993296624,Law Enforcement
Customer Service Agent,10%,1085,4191,0.2588880935337628,Construction
Customer Service Assistant,10%,1062,4115,0.2580801944106926,Sales & Marketing
Customer Service Coordinator,10%,1066,4140,0.257487922705314,Hospitality
Customer Service Manager,10%,1071,4143,0.25850832729905865,Communication & PR
Account Assistant,10%,1027,4177,0.24587024180033518,Data & IT
Account Coordinator,10%,1040,4194,0.24797329518359562,Administrative & Clerical
Advertising Assistant,10%,1165,4985,0.2337011033099298,Leadership & Strategy
Advertising Coordinator,10%,1171,4994,0.23448137765318383,Medical & Healthcare
Booking Agent,10%,1008,4303,0.23425517081106206,Supply Chain & Logistics
Copywriter,10%,1119,4811,0.23259197672001664,Law Enforcement
Creative Assistant,10%,1073,4404,0.2436421435059037,Construction
Creative Director,10%,1152,4622,0.2492427520553873,Sales & Marketing
Field Marketing Representative,10%,1115,4804,0.23209825145711907,Hospitality
Marketing Copywriter,10%,981,4424,0.22174502712477395,Communication & PR
Production Worker,10%,415,1792,0.23158482142857142,Data & IT
Promotions Assistant,10%,1084,4837,0.224105850733926,Administrative & Clerical
Senior Copywriter,10%,1093,4755,0.229863301787592,Leadership & Strategy
Sponsor,10%,863,3787,0.22788486928967522,Medical & Healthcare
Gas Station Cashier,10%,633,2815,0.22486678507992897,Supply Chain & Logistics
Grocery Bagger,10%,540,2184,0.24725274725274726,Law Enforcement
Grocery Store Manager,10%,912,4160,0.21923076923076923,Construction
Mall,10%,650,2786,0.23330940416367552,Sales & Marketing
Meat Cutter,10%,197,856,0.23014018691588786,Hospitality
Merchandising,10%,747,3111,0.24011571841851495,Communication & PR
Retail Assistant Manager,10%,1006,4288,0.23460820895522388,Data & IT
Retail Director,10%,1003,4288,0.23390858208955223,Administrative & Clerical
Retail District Manager,10%,1010,4280,0.23598130841121495,Leadership & Strategy
Retail Management,10%,997,4246,0.23480923221855865,Medical & Healthcare
Retail Manager,10%,1009,4273,0.2361338637959279,Supply Chain & Logistics
Retail Store Manager,10%,1013,4332,0.23384118190212372,Law Enforcement
Showroom Manager,10%,1011,4346,0.23262770363552693,Construction
Store Director,10%,915,3852,0.23753894080996885,Sales & Marketing
Store Manager,10%,920,4030,0.228287841191067,Hospitality
Building Superintendent,10%,850,3426,0.24810274372446,Communication & PR
Civil Engineer,10%,1005,3991,0.25181658732147333,Data & IT
Concrete Worker,10%,463,1556,0.2975578406169666,Administrative & Clerical
Construction Administrator,10%,859,3253,0.2640639409775592,Leadership & Strategy
Construction Assistant,10%,639,2396,0.26669449081803004,Medical & Healthcare
Construction Flagger,10%,468,1615,0.2897832817337461,Supply Chain & Logistics
Construction Helper,10%,553,1976,0.2798582995951417,Law Enforcement
Construction Project Engineer,10%,981,3677,0.26679358172423173,Construction
Construction Superintendent,10%,911,3427,0.26583017216224103,Sales & Marketing
Construction Technician,10%,880,3156,0.2788339670468948,Hospitality
Director Of Construction,10%,974,3598,0.2707059477487493,Communication & PR
Director Of Facilities,10%,959,3486,0.2751004016064257,Data & IT
Electrician Apprentice,10%,459,1472,0.311820652173913,Administrative & Clerical
Glazier,10%,400,1400,0.2857142857142857,Leadership & Strategy
Highway Maintenance Worker,10%,479,1697,0.2822628167354154,Medical & Healthcare
Ironworker,10%,348,1201,0.28975853455453787,Supply Chain & Logistics
Roofer,10%,90,318,0.2830188679245283,Law Enforcement
Saw Filer,10%,80,372,0.21505376344086022,Construction
Insurance,10%,831,3555,0.23375527426160336,Sales & Marketing
Medical Librarian,10%,549,2812,0.19523470839260312,Hospitality
Medication Aide,10%,491,1951,0.25166581240389546,Communication & PR
Pharmacist Manager,10%,526,1932,0.2722567287784679,Data & IT
Pharmacy Technician Instructor,10%,544,2435,0.22340862422997945,Administrative & Clerical
Child Advocate,10%,602,2522,0.2386994448850119,Leadership & Strategy
Community Organizer,10%,768,3063,0.2507345739471107,Medical & Healthcare
Immigration Specialist,10%,769,3186,0.241368487131199,Supply Chain & Logistics
Social Service,10%,916,4142,0.22114920328343796,Law Enforcement
Social Service Worker,10%,908,4129,0.21990796803100024,Construction
Youth Mentor,10%,777,3037,0.25584458347053013,Sales & Marketing
Supply Chain Management,10%,1073,4297,0.24970909937165464,Hospitality
Athletic Coordinator,10%,867,3709,0.23375572930709085,Communication & PR
Athletic Director,10%,865,3729,0.23196567444355054,Data & IT
Certified Athletic Trainer,10%,413,1860,0.22204301075268817,Administrative & Clerical
Head Football Coach,10%,629,3055,0.20589198036006548,Leadership & Strategy
Naturalist,10%,435,1738,0.25028768699654774,Medical & Healthcare
Referee,10%,299,1137,0.26297273526824977,Supply Chain & Logistics
Umpire,10%,376,1242,0.3027375201288245,Law Enforcement
